id,title,price
6356,Product 6356,1281.55
6357,Product 6357,264.85
6358,Product 6358,7648.72
6359,Product 6359,4858.98
6360,Product 6360,831.93
6361,Product 6361,2704.8
6362,Product 6362,7413.8
6363,Product 6363,5594.89
6364,Product 6364,7932.69
6365,Product 6365,4511.64
6366,Product 6366,7232.51
6367,Product 6367,4221.67
6368,Product 6368,2402.92
6369,Product 6369,8424.67
6370,Product 6370,8423.76
6371,Product 6371,3796.43
6372,Product 6372,1009.04
6373,Product 6373,3227.57
6374,Product 6374,6131.32
6375,Product 6375,9217.04
6376,Product 6376,6422.76
6377,Product 6377,6060.56
6378,Product 6378,5754.12
6379,Product 6379,3291.49
6380,Product 6380,6475.63
6381,Product 6381,5177.68
6382,Product 6382,5285.45
6383,Product 6383,125.58
6384,Product 6384,6724.41
6385,Product 6385,6048.43
6386,Product 6386,662.23
6387,Product 6387,354.4
6388,Product 6388,6655.98
6389,Product 6389,6720.95
6390,Product 6390,3071.27
6391,Product 6391,1541.81
6392,Product 6392,8737.28
6393,Product 6393,5443.93
6394,Product 6394,5567.34
6395,Product 6395,4933.58
6396,Product 6396,9955.56
6397,Product 6397,4686.79
6398,Product 6398,1329.1
6399,Product 6399,6673.7
6400,Product 6400,7495.79
6401,Product 6401,903.05
6402,Product 6402,7411.55
6403,Product 6403,7579.42
6404,Product 6404,3766.86
6405,Product 6405,8649.22
6406,Product 6406,5949.83
6407,Product 6407,619.84
6408,Product 6408,1114.93
6409,Product 6409,1001.66
6410,Product 6410,9427.15
6411,Product 6411,9353.8
6412,Product 6412,3251.75
6413,Product 6413,5606.39
6414,Product 6414,7840.47
6415,Product 6415,3756.94
6416,Product 6416,8678.05
6417,Product 6417,7152.01
6418,Product 6418,3380.6
6419,Product 6419,2103.93
6420,Product 6420,1195.99
6421,Product 6421,2573.35
6422,Product 6422,2589.22
6423,Product 6423,8870.75
6424,Product 6424,3982.16
6425,Product 6425,4873.7
6426,Product 6426,6863.55
6427,Product 6427,8983.42
6428,Product 6428,6631.67
6429,Product 6429,5095.8
6430,Product 6430,9649.98
6431,Product 6431,8162.99
6432,Product 6432,9086.12
6433,Product 6433,9677.16
6434,Product 6434,2701.16
6435,Product 6435,7603.37
6436,Product 6436,2422.48
6437,Product 6437,2192.65
6438,Product 6438,4367.02
6439,Product 6439,8767.2
6440,Product 6440,4106.97
6441,Product 6441,4317.34
6442,Product 6442,48
6443,Product 6443,696.19
6444,Product 6444,4507.43
6445,Product 6445,735.35
6446,Product 6446,8659.79
6447,Product 6447,7906.41
6448,Product 6448,2209.74
6449,Product 6449,6675.44
6450,Product 6450,9241.95
6451,Product 6451,1675.18
6452,Product 6452,7998.1
6453,Product 6453,4771.51
6454,Product 6454,8688.41
6455,Product 6455,1325.18
6456,Product 6456,1236.11
6457,Product 6457,26.56
6458,Product 6458,4986.31
6459,Product 6459,4972.43
6460,Product 6460,7824.96
6461,Product 6461,7800.92
6462,Product 6462,319.99
6463,Product 6463,1129.13
6464,Product 6464,5917.09
6465,Product 6465,9950.94
6466,Product 6466,4930.46
6467,Product 6467,3538.05
6468,Product 6468,4127.86
6469,Product 6469,8511.59
6470,Product 6470,5716.22
6471,Product 6471,1664.59
6472,Product 6472,7115.19
6473,Product 6473,4646.78
6474,Product 6474,3219.43
6475,Product 6475,8383.46
6476,Product 6476,5086.1
6477,Product 6477,2983.68
6478,Product 6478,6862.47
6479,Product 6479,4571.18
6480,Product 6480,7041.3
6481,Product 6481,7902.27
6482,Product 6482,1082.61
6483,Product 6483,7551.52
6484,Product 6484,2383.47
6485,Product 6485,8869.2
6486,Product 6486,4358.74
6487,Product 6487,6640.23
6488,Product 6488,1891.58
6489,Product 6489,6484.84
6490,Product 6490,9031.98
6491,Product 6491,4396.39
6492,Product 6492,7003.38
6493,Product 6493,9555.18
6494,Product 6494,2292.74
6495,Product 6495,6611.78
6496,Product 6496,5849.77
6497,Product 6497,6205.23
6498,Product 6498,7740.17
6499,Product 6499,7555.89
6500,Product 6500,5549.6
6501,Product 6501,8818.15
6502,Product 6502,2515.45
6503,Product 6503,9542.98
6504,Product 6504,2900.09
6505,Product 6505,3414.38
6506,Product 6506,7168.62
6507,Product 6507,7499.14
6508,Product 6508,9787.73
6509,Product 6509,8977.82
6510,Product 6510,4139.47
6511,Product 6511,9880.73
6512,Product 6512,5396.24
6513,Product 6513,1190.82
6514,Product 6514,6016.12
6515,Product 6515,7032.41
6516,Product 6516,4602.93
6517,Product 6517,8057.72
6518,Product 6518,6580.45
6519,Product 6519,6871.35
6520,Product 6520,831.52
6521,Product 6521,1976.45
6522,Product 6522,6058.23
6523,Product 6523,5645.83
6524,Product 6524,2068.95
6525,Product 6525,3960.52
6526,Product 6526,6961.9
6527,Product 6527,8440.1
6528,Product 6528,755.75
6529,Product 6529,918.51
6530,Product 6530,8447.64
6531,Product 6531,83.87
6532,Product 6532,1824.05
6533,Product 6533,6166.1
6534,Product 6534,5203.78
6535,Product 6535,2173.35
6536,Product 6536,8283.96
6537,Product 6537,6675.49
6538,Product 6538,1545.94
6539,Product 6539,6022.45
6540,Product 6540,448.94
6541,Product 6541,7959.79
6542,Product 6542,2615.02
6543,Product 6543,4536.25
6544,Product 6544,3142.37
6545,Product 6545,8944.89
6546,Product 6546,2357.1
6547,Product 6547,8235.37
6548,Product 6548,5042.11
6549,Product 6549,4699.07
6550,Product 6550,2310.49
6551,Product 6551,1958.66
6552,Product 6552,5696.94
6553,Product 6553,4470.58
6554,Product 6554,6132.89
6555,Product 6555,9132.91
6556,Product 6556,8687.87
6557,Product 6557,6126.05
6558,Product 6558,2272.56
6559,Product 6559,9922.18
6560,Product 6560,3909.72
6561,Product 6561,5787.57
6562,Product 6562,1220.69
6563,Product 6563,8055.53
6564,Product 6564,8012.37
6565,Product 6565,3234
6566,Product 6566,4377.61
6567,Product 6567,8681.1
6568,Product 6568,9668.41
6569,Product 6569,9462.06
6570,Product 6570,8723.86
6571,Product 6571,6205.29
6572,Product 6572,5523.03
6573,Product 6573,2695.34
6574,Product 6574,5207.87
6575,Product 6575,6750.11
6576,Product 6576,3434.37
6577,Product 6577,3084.46
6578,Product 6578,9045.03
6579,Product 6579,4597.93
6580,Product 6580,1926.48
6581,Product 6581,4359.19
6582,Product 6582,6968.82
6583,Product 6583,5791.45
6584,Product 6584,8654.48
6585,Product 6585,2773.39
6586,Product 6586,9882.73
6587,Product 6587,4918.47
6588,Product 6588,6120.59
6589,Product 6589,9826.22
6590,Product 6590,9332.5
6591,Product 6591,3034.52
6592,Product 6592,9882
6593,Product 6593,5448.26
6594,Product 6594,2751.44
6595,Product 6595,5662.91
6596,Product 6596,3055.62
6597,Product 6597,2608.47
6598,Product 6598,5527.04
6599,Product 6599,9860.54
6600,Product 6600,1052.01
6601,Product 6601,2628.39
6602,Product 6602,7595.69
6603,Product 6603,8449.12
6604,Product 6604,2160.1
6605,Product 6605,2882.16
6606,Product 6606,8492.69
6607,Product 6607,7685.31
6608,Product 6608,2856.38
6609,Product 6609,5016.4
6610,Product 6610,7568.13
6611,Product 6611,1879.61
6612,Product 6612,1526.44
6613,Product 6613,2341.17
6614,Product 6614,5424.75
6615,Product 6615,4772.65
6616,Product 6616,664.01
6617,Product 6617,9623.74
6618,Product 6618,8542.32
6619,Product 6619,2838.9
6620,Product 6620,5551.87
6621,Product 6621,7159.04
6622,Product 6622,1523.59
6623,Product 6623,111.48
6624,Product 6624,6931.18
6625,Product 6625,3696.14
6626,Product 6626,430.15
6627,Product 6627,7608.46
6628,Product 6628,6229.82
6629,Product 6629,9567.35
6630,Product 6630,6272.18
6631,Product 6631,2989.31
6632,Product 6632,4547.83
6633,Product 6633,2196.82
6634,Product 6634,9874.46
6635,Product 6635,7682.01
6636,Product 6636,787.11
6637,Product 6637,1058.13
6638,Product 6638,8061.37
6639,Product 6639,9394.94
6640,Product 6640,64.57
6641,Product 6641,8105.16
6642,Product 6642,6387.15
6643,Product 6643,7663.83
6644,Product 6644,862.4
6645,Product 6645,2718.39
6646,Product 6646,5483.27
6647,Product 6647,8883.25
6648,Product 6648,8246.19
6649,Product 6649,7288.86
6650,Product 6650,6502.88
6651,Product 6651,5133.12
6652,Product 6652,920.9
6653,Product 6653,704.28
6654,Product 6654,6113.07
6655,Product 6655,8034.74
6656,Product 6656,1896.65
6657,Product 6657,2207.24
6658,Product 6658,3019.01
6659,Product 6659,4857.07
6660,Product 6660,6101.02
6661,Product 6661,7362.89
6662,Product 6662,6099.48
6663,Product 6663,9142.85
6664,Product 6664,3401.03
6665,Product 6665,1203.42
6666,Product 6666,8891.77
6667,Product 6667,2235.5
6668,Product 6668,2187.97
6669,Product 6669,1009.47
6670,Product 6670,6384.33
6671,Product 6671,5261.61
6672,Product 6672,6929.7
6673,Product 6673,2643.49
6674,Product 6674,7859.2
6675,Product 6675,3359.89
6676,Product 6676,2909.84
6677,Product 6677,9867.81
6678,Product 6678,3871.38
6679,Product 6679,5246.75
6680,Product 6680,2750.09
6681,Product 6681,5660.11
6682,Product 6682,6361.05
6683,Product 6683,1569.56
6684,Product 6684,2251.32
6685,Product 6685,8181.66
6686,Product 6686,8364.88
6687,Product 6687,4922.73
6688,Product 6688,7591.21
6689,Product 6689,1758.7
6690,Product 6690,3826.01
6691,Product 6691,2887.95
6692,Product 6692,1980.42
6693,Product 6693,5005.01
6694,Product 6694,8598.06
6695,Product 6695,3008.86
6696,Product 6696,7506.43
6697,Product 6697,4043.72
6698,Product 6698,896.53
6699,Product 6699,5221.62
6700,Product 6700,7083.59
6701,Product 6701,8678.96
6702,Product 6702,3171.88
6703,Product 6703,2936.94
6704,Product 6704,2179.74
6705,Product 6705,3323.13
6706,Product 6706,7661.6
6707,Product 6707,8704.91
6708,Product 6708,4304.44
6709,Product 6709,2503.08
6710,Product 6710,4724.39
6711,Product 6711,4193.64
6712,Product 6712,2120.69
6713,Product 6713,2848.6
6714,Product 6714,6467.77
6715,Product 6715,7073.08
6716,Product 6716,1481.34
6717,Product 6717,9609.08
6718,Product 6718,8151.02
6719,Product 6719,9320.1
6720,Product 6720,2693.61
6721,Product 6721,5949.52
6722,Product 6722,6378.77
6723,Product 6723,2446.64
6724,Product 6724,7879.41
6725,Product 6725,7544.46
6726,Product 6726,6196.03
6727,Product 6727,5201.73
6728,Product 6728,1426.11
6729,Product 6729,3318.38
6730,Product 6730,8853.89
6731,Product 6731,8409.81
6732,Product 6732,8212
6733,Product 6733,5574.15
6734,Product 6734,8235.52
6735,Product 6735,9780.97
6736,Product 6736,7542.39
6737,Product 6737,9205.52
6738,Product 6738,6715.69
6739,Product 6739,8765.82
6740,Product 6740,5547.07
6741,Product 6741,207.84
6742,Product 6742,572.3
6743,Product 6743,7825.85
6744,Product 6744,5166.52
6745,Product 6745,8280.97
6746,Product 6746,977.08
6747,Product 6747,1851.93
6748,Product 6748,793.8
6749,Product 6749,6960.8
6750,Product 6750,9062.85
6751,Product 6751,1887.17
6752,Product 6752,4141.18
6753,Product 6753,7421.27
6754,Product 6754,2598.31
6755,Product 6755,2796.9
6756,Product 6756,8964.67
6757,Product 6757,8856.02
6758,Product 6758,7396.83
6759,Product 6759,7077.04
6760,Product 6760,4906.96
6761,Product 6761,9178.92
6762,Product 6762,8744
6763,Product 6763,8603.86
6764,Product 6764,4908.38
6765,Product 6765,4675.57
6766,Product 6766,6849.31
6767,Product 6767,801.66
6768,Product 6768,6387.73
6769,Product 6769,6192.49
6770,Product 6770,5610.67
6771,Product 6771,3441.25
6772,Product 6772,3708.98
6773,Product 6773,2468.85
6774,Product 6774,5826.08
6775,Product 6775,1081.19
6776,Product 6776,8327.24
6777,Product 6777,8295.05
6778,Product 6778,2394.96
6779,Product 6779,4024.71
6780,Product 6780,3446.28
6781,Product 6781,6325.65
6782,Product 6782,22.42
6783,Product 6783,9589.38
6784,Product 6784,2022.36
6785,Product 6785,6578.74
6786,Product 6786,3472.95
6787,Product 6787,7472.73
6788,Product 6788,513.23
6789,Product 6789,6921.73
6790,Product 6790,6515.56
6791,Product 6791,8045.93
6792,Product 6792,5898.26
6793,Product 6793,1173.41
6794,Product 6794,8360.87
6795,Product 6795,6518.92
6796,Product 6796,185.2
6797,Product 6797,8844.9
6798,Product 6798,7611.13
6799,Product 6799,9094.3
6800,Product 6800,4870.73
6801,Product 6801,1997.01
6802,Product 6802,1527.42
6803,Product 6803,9463.53
6804,Product 6804,7636.76
6805,Product 6805,209.22
6806,Product 6806,2764.02
6807,Product 6807,5297.79
6808,Product 6808,4941.16
6809,Product 6809,4235.57
6810,Product 6810,6628.14
6811,Product 6811,4747.32
6812,Product 6812,7101.12
6813,Product 6813,2565.23
6814,Product 6814,9393.82
6815,Product 6815,2386.74
6816,Product 6816,6969.32
6817,Product 6817,2810.69
6818,Product 6818,2232.1
6819,Product 6819,2530.3
6820,Product 6820,9367.56
6821,Product 6821,1614.08
6822,Product 6822,5915.29
6823,Product 6823,5389.65
6824,Product 6824,6069.28
6825,Product 6825,2592.17
6826,Product 6826,8611.19
6827,Product 6827,8158.39
6828,Product 6828,312.21
6829,Product 6829,1733.22
6830,Product 6830,2804.09
6831,Product 6831,8781
6832,Product 6832,5573.87
6833,Product 6833,3613.8
6834,Product 6834,7662.33
6835,Product 6835,4900.64
6836,Product 6836,5657.52
6837,Product 6837,9821.6
6838,Product 6838,18.06
6839,Product 6839,4278.59
6840,Product 6840,7012.9
6841,Product 6841,3049.87
6842,Product 6842,532.97
6843,Product 6843,5839.91
6844,Product 6844,9655.55
6845,Product 6845,6472.13
6846,Product 6846,1594.47
6847,Product 6847,2423.31
6848,Product 6848,50.5
6849,Product 6849,8210.53
6850,Product 6850,20.09
6851,Product 6851,7299.86
6852,Product 6852,7890.64
6853,Product 6853,4979.2
6854,Product 6854,743.41
6855,Product 6855,6573.95
6856,Product 6856,8826.86
6857,Product 6857,7313.5
6858,Product 6858,7313.15
6859,Product 6859,8690.91
6860,Product 6860,6896.63
6861,Product 6861,1189.17
6862,Product 6862,1257.79
6863,Product 6863,450.1
6864,Product 6864,3649.72
6865,Product 6865,7290.13
6866,Product 6866,5151.14
6867,Product 6867,6158.12
6868,Product 6868,5783.91
6869,Product 6869,9701.42
6870,Product 6870,3560.12
6871,Product 6871,2855.77
6872,Product 6872,9480.9
6873,Product 6873,383.62
6874,Product 6874,1964.2
6875,Product 6875,9913.85
6876,Product 6876,7571.74
6877,Product 6877,4428.1
6878,Product 6878,6206.48
6879,Product 6879,5716.6
6880,Product 6880,5163.21
6881,Product 6881,3797.06
6882,Product 6882,4070
6883,Product 6883,7637.77
6884,Product 6884,421.07
6885,Product 6885,4020.1
6886,Product 6886,6167.92
6887,Product 6887,4063.53
6888,Product 6888,9832.94
6889,Product 6889,9149.33
6890,Product 6890,5495.26
6891,Product 6891,8827.29
6892,Product 6892,1463.12
6893,Product 6893,5167.17
6894,Product 6894,3709.67
6895,Product 6895,9095.68
6896,Product 6896,5463.47
6897,Product 6897,996.48
6898,Product 6898,7492.72
6899,Product 6899,7481.11
6900,Product 6900,8419.2
6901,Product 6901,9280.04
6902,Product 6902,188.41
6903,Product 6903,7955.2
6904,Product 6904,6985.03
6905,Product 6905,6176.47
6906,Product 6906,2323.83
6907,Product 6907,2998.66
6908,Product 6908,6706.9
6909,Product 6909,562.3
6910,Product 6910,9587.99
6911,Product 6911,6347.08
6912,Product 6912,3926.2
6913,Product 6913,8235.1
6914,Product 6914,8377.49
6915,Product 6915,1678.39
6916,Product 6916,2228.08
6917,Product 6917,5979.82
6918,Product 6918,7113.84
6919,Product 6919,2636.55
6920,Product 6920,22.21
6921,Product 6921,3690.99
6922,Product 6922,6195.23
6923,Product 6923,3697.5
6924,Product 6924,2533.92
6925,Product 6925,135.65
6926,Product 6926,666.36
6927,Product 6927,4556.95
6928,Product 6928,9735.57
6929,Product 6929,9397.24
6930,Product 6930,7472.99
6931,Product 6931,2956.19
6932,Product 6932,1562.39
6933,Product 6933,558.01
6934,Product 6934,3513.76
6935,Product 6935,2160.9
6936,Product 6936,3134.16
6937,Product 6937,2757.81
6938,Product 6938,1609.95
6939,Product 6939,9668.96
6940,Product 6940,5643.33
6941,Product 6941,1409.45
6942,Product 6942,8984.45
6943,Product 6943,3147.61
6944,Product 6944,3072.25
6945,Product 6945,9056.28
6946,Product 6946,6874.65
6947,Product 6947,8086.05
6948,Product 6948,966.68
6949,Product 6949,6124.68
6950,Product 6950,499.42
6951,Product 6951,9199.02
6952,Product 6952,1119.63
6953,Product 6953,2654.85
6954,Product 6954,5758.73
6955,Product 6955,4227.59
6956,Product 6956,5208.94
6957,Product 6957,1985.19
6958,Product 6958,2764.99
6959,Product 6959,4457.75
6960,Product 6960,1184.27
6961,Product 6961,1321.41
6962,Product 6962,6588.65
6963,Product 6963,1013.44
6964,Product 6964,8513.25
6965,Product 6965,2138.22
6966,Product 6966,2445.99
6967,Product 6967,9779.5
6968,Product 6968,2273.74
6969,Product 6969,5442.44
6970,Product 6970,5965.54
6971,Product 6971,671.46
6972,Product 6972,1518.52
6973,Product 6973,3068.07
6974,Product 6974,9139.97
6975,Product 6975,8892.86
6976,Product 6976,4340.72
6977,Product 6977,6379.67
6978,Product 6978,9103.77
6979,Product 6979,6807.03
6980,Product 6980,632.71
6981,Product 6981,8027.47
6982,Product 6982,9972.59
6983,Product 6983,5099.29
6984,Product 6984,3658.03
6985,Product 6985,728.06
6986,Product 6986,7638.27
6987,Product 6987,1016.63
6988,Product 6988,3245.77
6989,Product 6989,9436.8
6990,Product 6990,3634.51
6991,Product 6991,9645.99
6992,Product 6992,6668.22
6993,Product 6993,9733.32
6994,Product 6994,6971.06
6995,Product 6995,1428.32
6996,Product 6996,8077.44
6997,Product 6997,5759.14
6998,Product 6998,2180.17
6999,Product 6999,5404.67
7000,Product 7000,3753.38
7001,Product 7001,5626.31
7002,Product 7002,7727.32
7003,Product 7003,3051.87
7004,Product 7004,8355.22
7005,Product 7005,858.69
7006,Product 7006,1408.68
7007,Product 7007,1988.83
7008,Product 7008,6870.19
7009,Product 7009,9132.53
7010,Product 7010,8391.24
7011,Product 7011,2321.48
7012,Product 7012,8017.88
7013,Product 7013,6350.62
7014,Product 7014,3147.18
7015,Product 7015,942.48
7016,Product 7016,7495.69
7017,Product 7017,4914.27
7018,Product 7018,8691.98
7019,Product 7019,713.72
7020,Product 7020,3639.84
7021,Product 7021,9950.06
7022,Product 7022,5257.03
7023,Product 7023,2133.1
7024,Product 7024,3829.01
7025,Product 7025,4203.34
7026,Product 7026,5810.07
7027,Product 7027,4823.65
7028,Product 7028,7271.55
7029,Product 7029,5327.99
7030,Product 7030,7683.01
7031,Product 7031,4981.62
7032,Product 7032,8694.42
7033,Product 7033,6382.15
7034,Product 7034,7974.58
7035,Product 7035,2781.88
7036,Product 7036,7891.53
7037,Product 7037,1481.99
7038,Product 7038,5366.01
7039,Product 7039,662.25
7040,Product 7040,2090.94
7041,Product 7041,3770.99
7042,Product 7042,2521.34
7043,Product 7043,9395.39
7044,Product 7044,1664.94
7045,Product 7045,2129.46
7046,Product 7046,1339.33
7047,Product 7047,3904.97
7048,Product 7048,4833.91
7049,Product 7049,6379.26
7050,Product 7050,7982.5
7051,Product 7051,4894.88
7052,Product 7052,3704.42
7053,Product 7053,8131.34
7054,Product 7054,5829.14
7055,Product 7055,5533.48
7056,Product 7056,2233.81
7057,Product 7057,5878.54
7058,Product 7058,2277.83
7059,Product 7059,4671.57
7060,Product 7060,6528.2
7061,Product 7061,8454
7062,Product 7062,9679.16
7063,Product 7063,9371.5
7064,Product 7064,9257.53
7065,Product 7065,555.26
7066,Product 7066,1577.98
7067,Product 7067,9886.1
7068,Product 7068,2910.95
7069,Product 7069,7677.1
7070,Product 7070,2920.05
7071,Product 7071,9650.06
7072,Product 7072,1117.62
7073,Product 7073,5500.78
7074,Product 7074,6910.03
7075,Product 7075,1332.53
7076,Product 7076,3322.65
7077,Product 7077,555.38
7078,Product 7078,1803.78
7079,Product 7079,7548.8
7080,Product 7080,5734.61
7081,Product 7081,4796.74
7082,Product 7082,8075.74
7083,Product 7083,1440.06
7084,Product 7084,650.77
7085,Product 7085,6642.04
7086,Product 7086,123.26
7087,Product 7087,8003.96
7088,Product 7088,7017.88
7089,Product 7089,4953.46
7090,Product 7090,6952.63
7091,Product 7091,1795.49
7092,Product 7092,7401.09
7093,Product 7093,481.53
7094,Product 7094,3137.51
7095,Product 7095,415.87
7096,Product 7096,410.26
7097,Product 7097,1359.15
7098,Product 7098,4748.41
7099,Product 7099,6069.03
7100,Product 7100,3072.49
7101,Product 7101,5379.72
7102,Product 7102,4922.86
7103,Product 7103,9388.83
7104,Product 7104,4641.78
7105,Product 7105,1997.88
7106,Product 7106,278.88
7107,Product 7107,726.41
7108,Product 7108,1900.94
7109,Product 7109,1259.07
7110,Product 7110,2470.2
7111,Product 7111,4136.18
7112,Product 7112,6137.88
7113,Product 7113,5193.97
7114,Product 7114,8839.77
7115,Product 7115,8410.03
7116,Product 7116,3668.17
7117,Product 7117,9606.73
7118,Product 7118,2348.93
7119,Product 7119,7683.25
7120,Product 7120,5027.2
7121,Product 7121,640.73
7122,Product 7122,3742.73
7123,Product 7123,1372.02
7124,Product 7124,2770.14
7125,Product 7125,1023.35
7126,Product 7126,8257.6
7127,Product 7127,9501.16
7128,Product 7128,4194.62
7129,Product 7129,5471.27
7130,Product 7130,5085.81
7131,Product 7131,4841.99
7132,Product 7132,3240.72
7133,Product 7133,3380.36
7134,Product 7134,281.81
7135,Product 7135,7704.27
7136,Product 7136,5324.48
7137,Product 7137,9629.28
7138,Product 7138,2828.8
7139,Product 7139,2712.26
7140,Product 7140,9925.95
7141,Product 7141,1093.66
7142,Product 7142,9179.52
7143,Product 7143,9443.89
7144,Product 7144,8379.56
7145,Product 7145,7297.52
7146,Product 7146,3743.6
7147,Product 7147,423.4
7148,Product 7148,8504.02
7149,Product 7149,8521.42
7150,Product 7150,1514.17
7151,Product 7151,631.38
7152,Product 7152,3461.03
7153,Product 7153,3641.86
7154,Product 7154,4310.15
7155,Product 7155,2432.96
7156,Product 7156,9546.49
7157,Product 7157,2993.81
7158,Product 7158,3955.85
7159,Product 7159,8623.15
7160,Product 7160,6494.7
7161,Product 7161,8628.72
7162,Product 7162,4127.98
7163,Product 7163,4150.09
7164,Product 7164,4315.89
7165,Product 7165,5482.55
7166,Product 7166,7570.9
7167,Product 7167,4000.63
7168,Product 7168,2688.81
7169,Product 7169,2173.66
7170,Product 7170,6913.9
7171,Product 7171,718.92
7172,Product 7172,2495.11
7173,Product 7173,9418
7174,Product 7174,5420.27
7175,Product 7175,77.78
7176,Product 7176,4208.84
7177,Product 7177,7378.92
7178,Product 7178,8656.04
7179,Product 7179,7533.52
7180,Product 7180,4543.89
7181,Product 7181,661.7
7182,Product 7182,9286.81
7183,Product 7183,1269.19
7184,Product 7184,1014.48
7185,Product 7185,1117.87
7186,Product 7186,4994.58
7187,Product 7187,9867.22
7188,Product 7188,3877.63
7189,Product 7189,4142.04
7190,Product 7190,3851.95
7191,Product 7191,3951.36
7192,Product 7192,6304.18
7193,Product 7193,3723.93
7194,Product 7194,2399.44
7195,Product 7195,1499.17
7196,Product 7196,6563.94
7197,Product 7197,5161.02
7198,Product 7198,9142.11
7199,Product 7199,5950.16
7200,Product 7200,512.53
7201,Product 7201,2042.08
7202,Product 7202,215.36
7203,Product 7203,4720.87
7204,Product 7204,8732.25
7205,Product 7205,5879.82
7206,Product 7206,4564.9
7207,Product 7207,3287.18
7208,Product 7208,305.82
7209,Product 7209,2600.44
7210,Product 7210,3144.51
7211,Product 7211,6605.46
7212,Product 7212,4391.66
7213,Product 7213,9990.99
7214,Product 7214,355.78
7215,Product 7215,5317.74
7216,Product 7216,1521.09
7217,Product 7217,4160.04
7218,Product 7218,6237.1
7219,Product 7219,8922.79
7220,Product 7220,8852.47
7221,Product 7221,1085.15
7222,Product 7222,4755.2
7223,Product 7223,1893.55
7224,Product 7224,7493.98
7225,Product 7225,1400.39
7226,Product 7226,6960.22
7227,Product 7227,1582.78
7228,Product 7228,5446.65
7229,Product 7229,2719.92
7230,Product 7230,7736.67
7231,Product 7231,8682.62
7232,Product 7232,6720.63
7233,Product 7233,3998.71
7234,Product 7234,1415.18
7235,Product 7235,1990.1
7236,Product 7236,5742.62
7237,Product 7237,698.91
7238,Product 7238,4606.08
7239,Product 7239,9279.39
7240,Product 7240,6299.11
7241,Product 7241,7860.7
7242,Product 7242,4273.87
7243,Product 7243,5192.97
7244,Product 7244,5949.52
7245,Product 7245,568.72
7246,Product 7246,5292.48
7247,Product 7247,5237.8
7248,Product 7248,95.43
7249,Product 7249,7760.6
7250,Product 7250,4504.13
7251,Product 7251,2208.7
7252,Product 7252,4706.4
7253,Product 7253,5841.46
7254,Product 7254,7650.76
7255,Product 7255,7660.16
7256,Product 7256,3079.77
7257,Product 7257,3148.31
7258,Product 7258,1454.72
7259,Product 7259,6409.08
7260,Product 7260,9951.68
7261,Product 7261,4951.01
7262,Product 7262,5596.47
7263,Product 7263,6474.64
7264,Product 7264,5777.9
7265,Product 7265,1381.5
7266,Product 7266,8370.09
7267,Product 7267,348.16
7268,Product 7268,5068.03
7269,Product 7269,7450.41
7270,Product 7270,5393.09
7271,Product 7271,6034.11
7272,Product 7272,5283.36
7273,Product 7273,5140.45
7274,Product 7274,2905.27
7275,Product 7275,7915.4
7276,Product 7276,6998.09
7277,Product 7277,2458.53
7278,Product 7278,5912.09
7279,Product 7279,8169.27
7280,Product 7280,1775.65
7281,Product 7281,3283.42
7282,Product 7282,6711.14
7283,Product 7283,9196.95
7284,Product 7284,1526.39
7285,Product 7285,4863.67
7286,Product 7286,1186.07
7287,Product 7287,6328.78
7288,Product 7288,1989.61
7289,Product 7289,6900.37
7290,Product 7290,8660.52
7291,Product 7291,7927.86
7292,Product 7292,3422.65
7293,Product 7293,7291.88
7294,Product 7294,6075.32
7295,Product 7295,6939.26
7296,Product 7296,3581.49
7297,Product 7297,4822.92
7298,Product 7298,8785.31
7299,Product 7299,3918
7300,Product 7300,1641.87
7301,Product 7301,8347.9
7302,Product 7302,8368.1
7303,Product 7303,6617.91
7304,Product 7304,6836.91
7305,Product 7305,5348.24
7306,Product 7306,2494.93
7307,Product 7307,5334.69
7308,Product 7308,2276.52
7309,Product 7309,136.51
7310,Product 7310,3134.9
7311,Product 7311,6370.66
7312,Product 7312,2666.07
7313,Product 7313,3434.73
7314,Product 7314,7146.55
7315,Product 7315,8224.5
7316,Product 7316,4456.06
7317,Product 7317,572.09
7318,Product 7318,7657.11
7319,Product 7319,6408.56
7320,Product 7320,8331.48
7321,Product 7321,5127.42
7322,Product 7322,5537.23
7323,Product 7323,3157.44
7324,Product 7324,6889.22
7325,Product 7325,8484.14
7326,Product 7326,7750.31
7327,Product 7327,7715.31
7328,Product 7328,4853.53
7329,Product 7329,3470.65
7330,Product 7330,3388.41
7331,Product 7331,1376.04
7332,Product 7332,5244.25
7333,Product 7333,2026.69
7334,Product 7334,8802.5
7335,Product 7335,8998.65
7336,Product 7336,2539.29
7337,Product 7337,2666.1
7338,Product 7338,393.04
7339,Product 7339,5332.29
7340,Product 7340,3062.51
7341,Product 7341,3399.35
7342,Product 7342,7347.63
7343,Product 7343,158.52
7344,Product 7344,3579.77
7345,Product 7345,9733.82
7346,Product 7346,6895.56
7347,Product 7347,995.16
7348,Product 7348,1400.74
7349,Product 7349,5387.82
7350,Product 7350,1494.79
7351,Product 7351,5904.71
7352,Product 7352,3160.88
7353,Product 7353,5434.14
7354,Product 7354,775.29
7355,Product 7355,1811.66
7356,Product 7356,4897.17
7357,Product 7357,7731.62
7358,Product 7358,1033.15
7359,Product 7359,5656.94
7360,Product 7360,3033.68
7361,Product 7361,8708.26
7362,Product 7362,1603.15
